institution_name,normalized_institution_name,abbreviation_or_aliases,registration_number,regulator,accreditation_status,ownership_type,institution_type,region,district_or_council,campus_name,physical_location,mainland_or_zanzibar,website,admissions_url,application_url,phone_numbers,email,logo_url,logo_source_url,logo_status,official_source_url,source_type,confidence_level,last_verified_date,notes,needs_review,review_reasons
Mwanza University (MzU),mwanza mzu,MzU,,TCU,listed in TCU 2025/2026 admission guidebook,,Higher Education Institution,Mwanza,,,,Mainland,,,,,,,,missing,https://tcu.go.tz/sites/default/files/public_notices/2025-07/Admission%20Guidebook%20for%20Holders%20of%20Secondary%20School%20Qualifications_2025_2026.pdf; https://tcu.go.tz/sites/default/files/file_uploads/guide_books/2025-07/Admissions%20Guidebook%20for%20Holders%20of%20Diploma%20or%20Equivalent%20Qualifications_2025_2026.pdf,TCU 2025/2026 Bachelor degree admission guidebook - secondary school qualifications; TCU 2025/2026 Bachelor degree admission guidebook - ordinary diploma/equivalent qualifications,high,2026-04-26,Institution/programmes extracted from official TCU guidebook. Ownership is blank unless found in enrichment map.,no,
Mwenge Catholic University (MWECAU),mwenge catholic mwecau,MWECAU,,TCU,listed in TCU 2025/2026 admission guidebook,,Higher Education Institution,Kilimanjaro,,,,Mainland,,,,,,,,missing,https://tcu.go.tz/sites/default/files/public_notices/2025-07/Admission%20Guidebook%20for%20Holders%20of%20Secondary%20School%20Qualifications_2025_2026.pdf; https://tcu.go.tz/sites/default/files/file_uploads/guide_books/2025-07/Admissions%20Guidebook%20for%20Holders%20of%20Diploma%20or%20Equivalent%20Qualifications_2025_2026.pdf,TCU 2025/2026 Bachelor degree admission guidebook - secondary school qualifications; TCU 2025/2026 Bachelor degree admission guidebook - ordinary diploma/equivalent qualifications,high,2026-04-26,Institution/programmes extracted from official TCU guidebook. Ownership is blank unless found in enrichment map.,no,
Mzumbe University Dar es Salaam Campus College (MUDCCo),mzumbe dar es salaam campus mudcco,MUDCCo,,TCU,listed in TCU 2025/2026 admission guidebook,,Higher Education Institution,Dar es Salaam,,,,Mainland,,,,,,,,missing,https://tcu.go.tz/sites/default/files/public_notices/2025-07/Admission%20Guidebook%20for%20Holders%20of%20Secondary%20School%20Qualifications_2025_2026.pdf,TCU 2025/2026 Bachelor degree admission guidebook - secondary school qualifications,high,2026-04-26,Institution/programmes extracted from official TCU guidebook. Ownership is blank unless found in enrichment map.,no,
Mzumbe University Mbeya Campus College (MUMCCo),mzumbe mbeya campus mumcco,MUMCCo,,TCU,listed in TCU 2025/2026 admission guidebook,,Higher Education Institution,Mbeya,,,,Mainland,,,,,,,,missing,https://tcu.go.tz/sites/default/files/public_notices/2025-07/Admission%20Guidebook%20for%20Holders%20of%20Secondary%20School%20Qualifications_2025_2026.pdf,TCU 2025/2026 Bachelor degree admission guidebook - secondary school qualifications,high,2026-04-26,Institution/programmes extracted from official TCU guidebook. Ownership is blank unless found in enrichment map.,no,
Mzumbe University (MU),mzumbe mu,MU,,TCU,listed in TCU 2025/2026 admission guidebook,,Higher Education Institution,Morogoro,,,,Mainland,,,,,,,,missing,https://tcu.go.tz/sites/default/files/public_notices/2025-07/Admission%20Guidebook%20for%20Holders%20of%20Secondary%20School%20Qualifications_2025_2026.pdf; https://tcu.go.tz/sites/default/files/file_uploads/guide_books/2025-07/Admissions%20Guidebook%20for%20Holders%20of%20Diploma%20or%20Equivalent%20Qualifications_2025_2026.pdf,TCU 2025/2026 Bachelor degree admission guidebook - secondary school qualifications; TCU 2025/2026 Bachelor degree admission guidebook - ordinary diploma/equivalent qualifications,high,2026-04-26,Institution/programmes extracted from official TCU guidebook. Ownership is blank unless found in enrichment map.,no,
Mzumbe University (MU) - Dar es Salaam Campus College,mzumbe mu dar es salaam campus,MU,,TCU,listed in TCU 2025/2026 admission guidebook,,Higher Education Institution,,,,,Mainland,,,,,,,,missing,https://tcu.go.tz/sites/default/files/file_uploads/guide_books/2025-07/Admissions%20Guidebook%20for%20Holders%20of%20Diploma%20or%20Equivalent%20Qualifications_2025_2026.pdf,TCU 2025/2026 Bachelor degree admission guidebook - ordinary diploma/equivalent qualifications,high,2026-04-26,Institution/programmes extracted from official TCU guidebook. Ownership is blank unless found in enrichment map.,no,
Mzumbe University (MU) - Mbeya Campus College,mzumbe mu mbeya campus,MU,,TCU,listed in TCU 2025/2026 admission guidebook,,Higher Education Institution,,,,,Mainland,,,,,,,,missing,https://tcu.go.tz/sites/default/files/file_uploads/guide_books/2025-07/Admissions%20Guidebook%20for%20Holders%20of%20Diploma%20or%20Equivalent%20Qualifications_2025_2026.pdf,TCU 2025/2026 Bachelor degree admission guidebook - ordinary diploma/equivalent qualifications,high,2026-04-26,Institution/programmes extracted from official TCU guidebook. Ownership is blank unless found in enrichment map.,no,
National Institute of Transport (NIT),national transport nit,NIT,,TCU,listed in TCU 2025/2026 admission guidebook,,Higher Education Institution,Dar es Salaam,,,,Mainland,,,,,,,,missing,https://tcu.go.tz/sites/default/files/public_notices/2025-07/Admission%20Guidebook%20for%20Holders%20of%20Secondary%20School%20Qualifications_2025_2026.pdf; https://tcu.go.tz/sites/default/files/file_uploads/guide_books/2025-07/Admissions%20Guidebook%20for%20Holders%20of%20Diploma%20or%20Equivalent%20Qualifications_2025_2026.pdf,TCU 2025/2026 Bachelor degree admission guidebook - secondary school qualifications; TCU 2025/2026 Bachelor degree admission guidebook - ordinary diploma/equivalent qualifications,high,2026-04-26,Institution/programmes extracted from official TCU guidebook. Ownership is blank unless found in enrichment map.,no,
Open University of Tanzania (OUT),open tanzania out,OUT,,TCU,listed in TCU 2025/2026 admission guidebook,,Higher Education Institution,Dar es Salaam,,,,Mainland,,,,,,,,missing,https://tcu.go.tz/sites/default/files/public_notices/2025-07/Admission%20Guidebook%20for%20Holders%20of%20Secondary%20School%20Qualifications_2025_2026.pdf; https://tcu.go.tz/sites/default/files/file_uploads/guide_books/2025-07/Admissions%20Guidebook%20for%20Holders%20of%20Diploma%20or%20Equivalent%20Qualifications_2025_2026.pdf,TCU 2025/2026 Bachelor degree admission guidebook - secondary school qualifications; TCU 2025/2026 Bachelor degree admission guidebook - ordinary diploma/equivalent qualifications,high,2026-04-26,Institution/programmes extracted from official TCU guidebook. Ownership is blank unless found in enrichment map.,no,
Open University of Tanzania (OUT) are advised not to apply,open tanzania out are advised not to apply,OUT,,TCU,listed in TCU 2025/2026 admission guidebook,,Higher Education Institution,as,,,,Mainland,,,,,,,,missing,https://tcu.go.tz/sites/default/files/file_uploads/guide_books/2025-07/Admissions%20Guidebook%20for%20Holders%20of%20Diploma%20or%20Equivalent%20Qualifications_2025_2026.pdf,TCU 2025/2026 Bachelor degree admission guidebook - ordinary diploma/equivalent qualifications,high,2026-04-26,Institution/programmes extracted from official TCU guidebook. Ownership is blank unless found in enrichment map.,no,
Institute of Public Administration (IPA),public administration ipa,IPA,,TCU,listed in TCU 2025/2026 admission guidebook,,Higher Education Institution,Zanzibar,,,,Zanzibar,,,,,,,,missing,https://tcu.go.tz/sites/default/files/public_notices/2025-07/Admission%20Guidebook%20for%20Holders%20of%20Secondary%20School%20Qualifications_2025_2026.pdf; https://tcu.go.tz/sites/default/files/file_uploads/guide_books/2025-07/Admissions%20Guidebook%20for%20Holders%20of%20Diploma%20or%20Equivalent%20Qualifications_2025_2026.pdf,TCU 2025/2026 Bachelor degree admission guidebook - secondary school qualifications; TCU 2025/2026 Bachelor degree admission guidebook - ordinary diploma/equivalent qualifications,high,2026-04-26,Institution/programmes extracted from official TCU guidebook. Ownership is blank unless found in enrichment map.,no,
university qualifications,qualifications,,,TCU,listed in TCU 2025/2026 admission guidebook,,Higher Education Institution,it shall be the responsibility of the,,,,Mainland,,,,,,,,missing,https://tcu.go.tz/sites/default/files/public_notices/2025-07/Admission%20Guidebook%20for%20Holders%20of%20Secondary%20School%20Qualifications_2025_2026.pdf,TCU 2025/2026 Bachelor degree admission guidebook - secondary school qualifications,high,2026-04-26,Institution/programmes extracted from official TCU guidebook. Ownership is blank unless found in enrichment map.,no,
Ruaha Catholic University (RUCU),ruaha catholic rucu,RUCU,,TCU,listed in TCU 2025/2026 admission guidebook,,Higher Education Institution,Iringa,,,,Mainland,,,,,,,,missing,https://tcu.go.tz/sites/default/files/public_notices/2025-07/Admission%20Guidebook%20for%20Holders%20of%20Secondary%20School%20Qualifications_2025_2026.pdf; https://tcu.go.tz/sites/default/files/file_uploads/guide_books/2025-07/Admissions%20Guidebook%20for%20Holders%20of%20Diploma%20or%20Equivalent%20Qualifications_2025_2026.pdf,TCU 2025/2026 Bachelor degree admission guidebook - secondary school qualifications; TCU 2025/2026 Bachelor degree admission guidebook - ordinary diploma/equivalent qualifications,high,2026-04-26,Institution/programmes extracted from official TCU guidebook. Ownership is blank unless found in enrichment map.,no,
Institute of Rural Development Planning (IRDP),rural development planning irdp,IRDP,,TCU,listed in TCU 2025/2026 admission guidebook,,Higher Education Institution,Dodoma,,,,Mainland,,,,,,,,missing,https://tcu.go.tz/sites/default/files/public_notices/2025-07/Admission%20Guidebook%20for%20Holders%20of%20Secondary%20School%20Qualifications_2025_2026.pdf; https://tcu.go.tz/sites/default/files/file_uploads/guide_books/2025-07/Admissions%20Guidebook%20for%20Holders%20of%20Diploma%20or%20Equivalent%20Qualifications_2025_2026.pdf,TCU 2025/2026 Bachelor degree admission guidebook - secondary school qualifications; TCU 2025/2026 Bachelor degree admission guidebook - ordinary diploma/equivalent qualifications,high,2026-04-26,Institution/programmes extracted from official TCU guidebook. Ownership is blank unless found in enrichment map.,no,
Institute of Social Work (ISW),social work isw,ISW,,TCU,listed in TCU 2025/2026 admission guidebook,,Higher Education Institution,Dar es Salaam,,,,Mainland,,,,,,,,missing,https://tcu.go.tz/sites/default/files/public_notices/2025-07/Admission%20Guidebook%20for%20Holders%20of%20Secondary%20School%20Qualifications_2025_2026.pdf; https://tcu.go.tz/sites/default/files/file_uploads/guide_books/2025-07/Admissions%20Guidebook%20for%20Holders%20of%20Diploma%20or%20Equivalent%20Qualifications_2025_2026.pdf,TCU 2025/2026 Bachelor degree admission guidebook - secondary school qualifications; TCU 2025/2026 Bachelor degree admission guidebook - ordinary diploma/equivalent qualifications,high,2026-04-26,Institution/programmes extracted from official TCU guidebook. Ownership is blank unless found in enrichment map.,no,
